id,post_time,post_text,Urgency_1_7
949,1430129620,Washington State is currently considering passing a bill that requires parents to immunize their children and only those with medical conditions that contraindicate immunizing will be allowed to refrain from having their child vaccinated. This is a good idea but a lot of parents in our state are feeling the government is becoming too involved with their parental rights to choose whether to vaccinate or not. ,2.0
1079,1430430996,I too found this funny when I first heard of it. I don't see the joke any more. It just makes me sad.,1.0
182,1429024780,"Hi [REDACTED]! I've worked in [REDACTED]. Spent about 2 years with an [REDACTED] NGO.Me, too, [REDACTED]! [REDACTED].",1.0
27,1428941303,"Hey all. I know this is sort of off topic for this week, but not really (there's just no ""General Comments/Issues"" forum to put it in).I'm a big, longtime Law &amp; Order SVU fan here (ha ha, I'm [REDACTED]..) and this past week's new episode focused on the issue of vaccinations and the anti-vaxx movement. Without giving away spoilers, they pretty much dramatized the Disneyland outbreak (without using Disneyland, and instead using an anti-vaxx mother and actress who looks like Jenny McCarthy) and Sergeant Benson's already immunocompromised child is put at risk. I found it an engrossing episode considering that I was/am looking forward to this class.Unfortunately, I ended up engaging the more ignorant people in the comments of the episode (the episode is available to watch on Hulu.com right here, and you can see the comments if you scroll down--warning if you choose to watch it...it has a secondary, lurid side-story of teen parties gone wrong). There's a whole lot of ignorance regarding vaccines out there.So, if you're into dramas and want to watch something topical, this was a decent episode of SVU.It's called ""Granting Immunity"".",2.0
1642,1432333494,"After reading a variety of viewpoints on these forums over the last six weeks I would have to say no, public perception of vaccination probably wouldn't change. People might not see them as ""poison"" anymore, but you'd still have people who would argue that natural infection is better, that it's all a scheme to make money, or that nobody can tell them how to raise their children. ",2.0
173,1429019228,We are experiencing a delay in receiving the subtitles for these lectures. The problem has been reported to Coursera technical support. Thank you for your patience.,3.0
807,1429838771,Evidences show that thimerosal in vaccines is not linked in any way to autism. But I wonder why is it more and more taken out of modern vaccines. Is the thimerosal phasing out related with a negative social perception (like the first hepatitis B vaccine) or is there another kind of risk? Thanks!,3.0
1484,1431822185,"If you go to your My Courses page, you can un-enroll by clicking in the upper right corner of the Vaccines course box and scrolling to the ""leave class"" option.",3.0
348,1429204436,"Being in the medical/pharmaceutical industry, it is easy to understand that Dr. [REDACTED] would lean towards drug-based care, but I didn't know that he was against non-drug approaches to health care. However, I don't see why you have chosen this course to promote a book that is completely off-topic. I think it is completely inappropriate to place an ad in a classroom for a two-year old book that will result in book sales and revenue. I would suggest that either you or Coursera consider removing it as it amounts to nothing more than spam. ",5.0
1359,1431337046,"If it only affects domesticated animals then it might be possible to eradicate it by vaccination, though it would be difficult and require huge resources to do it worldwide. On the other hand if if also affects one or more wild species then eradication may well be virtually impossible.",2.0
