id,post_time,post_text,Urgency_1_7
8411,1394497406,someone's talking this gamification course waaaay too seriously,1
5006,1392411405,"And by the way, Red Dead Redemption??was for the Playstation 3, not 2Cheers... :)",1
5576,1392702396,"I want to sign for signature track which link to check in.
",1
3787,1391886569,"Still hooked on World of Warcraft. Playing casually since 2006. The thing I find very interesting with the game that applies to this course is that Blizzard is continously working on adding game elements and mechanics to keep you in the game. If you get tired of one type of mechanic there's always other things to do. A lot of games-in-the-game thinking.Other sweet memories from the past: Space Invaders, Defender and Missile Command on the Arcades in the local Bowling alley. Solving the mysteries of MYST, and my first online multiplayer experience, racing fellow nerds in Colin McRae Rally using a 28.8 modem.",1
4872,1392328243,"Yes it definitely makes the difference between something Good but boring, and something Bad but exciting... generally doing good things like working, washing the dishes and wait with the garbage until we found a trashcan is really boring and require some effort, but this resource of fun helps in change behaviour.",1
6590,1393305135,"It's obviously a technical issue. I've got the very same text and being Russian I say with no doubt that it's not a text submitted in Russian, that's a??text,??machine translated??from English into Russian. Hope the stuff could resolve this issue.",5
4298,1392061325,Choose the online game option and endure the commercial (or click it away and wait 15 seconds),1
1531,1390963027,"I played Space Invaders and PacMan back in the day. Now I am busy working. No time for games. Although I have occasionally tried a few of my kid's games. Never got into them. I think I would be most interested in games like civilization, where I am building something, solving something, or responding to a challenge. My favorite games as a child were Battleship and Monopoly.",1
6527,1393287573,I also face same problem. There is a text in non English. so do we need to translate and grade? Please advice.,4
7178,1393624273,"Checked my written assignment: I have submitted one and marked 5, but it says I haven't submitted anything and can't do peer evaluations.",5
8784,1394816885,"Hi [REDACTED],????I'm
sending you this very helpful??link to
clarify any doubt regarding the quiz scores:Homework
Quiz FAQs:??https://class.coursera.org/gamification-003/forum/thread?thread_id=342
If you
still have any question, please contact us back.Thanks
again for??reaching out,[REDACTED]??",1
3390,1391711599,Cheers everyone.&nbsp;[REDACTED],1
6202,1393193328,"Hi [REDACTED], I have the same problem. Sorry, I don't have the Written Assignment Content as well...",4
5058,1392460533,thank you so much!),1
5658,1392766225,I empathise with you [REDACTED]. The other MOOCs I've completed to date have had considerably more flexibility and I too will unfortunately be experiencing a similar situation to yours towards the end of this course. I'm currently thinking through how I can progress as much work as possible whilst out of??the country. I??wish you all the best with juggling your commitments.,1
