id,post_time,post_text,Urgency_1_7
3013,1404482288,"I am slightly confused by the guidance given for writing assignments. In the main body we are advised that 'Unfortunately, line number references are NOT useful, since different translators typically use different line numbering' Ã‚Â but in the peer grading guidelines for grade 2 we are given the consideration of 'Appropriate citation by book and line number.'Ã‚Â I am not sure whether i should be using line numbers or not, thoughts anyone?",5
4933,1407093038,An epic course with an awesome professor.Ã‚Â ,1
403,1402347472,"Hello,I'm [REDACTED] from the [REDACTED] suburbs in  [REDACTED].Ã‚Â  I recently retired after a 50-year career in Engineering, and I'm taking this course to learn more about the non-technical world.",1
4023,1405609074,"They say that Myths were used to explain the rituals and rituals enacted mythical explanations. Myth means something uttered, something from the mouth, a tale, a statement..... So much to the theory. Either way, they go hand and hand.",2
274,1402323839,"Hello everyone! I live in [REDACTED] in [REDACTED]. I joined the course primarily because I thought it would be a good supplement to my formal education (I'm a Social Work major, but I have completed/am earning minors in Philosophy, Sociology and History), but also because I have had a lifelong fascination with Greek mythology and needed something to do with my summer.",1
3715,1405286243,"Interesting - I wouldn't be surprised if the writer of this episode had read the Hymn to Pythian Apollo.
In fact, I can think of a few other TV shows (entire series; and episodes in series) which do show detailed knowledge of obscure myths.
",2
5656,1408378686,I think at this point I would sign up for just about anything Professor [REDACTED] was teaching.,1
5527,1408237065,Sometimes it was a struggle to get through the reading but it has been worth it.,1
1908,1403318079,"Are the quizzes ""open book""? Ã‚Â I've been using notes but not sure if that's allowed and would like clarification before going further. Ã‚Â It's not mentioned in the honor code, or anywhere else I've looked on the website. Ã‚Â I would like to know what is expected, and follow proper (real world) classroom protocol. Ã‚Â As I haven't been to college, I don't know how it's done.Ã‚Â ",5
5068,1407357394,"Catch the operatic aria on another thread-- Dido's Lament. Ã‚Â That will slay you, too! ;-)",2
1968,1403364943,"I'm a little confused by this recurring problem caused by the suitors. Why are they slaughtering all the animals at the palace to feed themselves? Can't Telemachus simply close the gates of his palace and not allow them to enter? Can he not force them to leave by hiring soldiers? I am just confused by this whole notion, as the solution to it seems rather simple.... Please enlighten me!",4
5152,1407614883,Yes please! Yes!,1
